date,station,mean_airtemp,daily_precip,mean_windspeed
8/3/14,Toolik Field Station,7.2,0,2.8
8/4/14,Toolik Field Station,5.3,0,3.2
8/5/14,Toolik Field Station,6.9,0,2.6
8/6/14,Toolik Field Station,5.9,0,3
8/7/14,Toolik Field Station,7.4,0,2.8
8/8/14,Toolik Field Station,10.3,0,3.8
8/9/14,Toolik Field Station,7.9,0,3.5
8/10/14,Toolik Field Station,10.7,0,3.4
8/11/14,Toolik Field Station,12,0,3.6
8/12/14,Toolik Field Station,7.5,0,2.5
8/13/14,Toolik Field Station,10.1,0,3
8/14/14,Toolik Field Station,12.7,0,2.5
8/15/14,Toolik Field Station,12,0,2.8
8/16/14,Toolik Field Station,13.1,0,3.3
8/17/14,Toolik Field Station,12.9,0,2.6
8/18/14,Toolik Field Station,9.5,3,2.5
8/19/14,Toolik Field Station,9.1,0,2.8
8/20/14,Toolik Field Station,9.1,0,2.3
8/21/14,Toolik Field Station,7.7,7,2.5
8/22/14,Toolik Field Station,8.6,0,1.9
8/23/14,Toolik Field Station,7.2,3.9,2.1
8/24/14,Toolik Field Station,5.8,0,2.9
8/25/14,Toolik Field Station,4.5,0,2.8
8/26/14,Toolik Field Station,6.1,5.3,2.2
8/27/14,Toolik Field Station,7.4,1.5,2.6
8/28/14,Toolik Field Station,7.3,0,4.4
8/29/14,Toolik Field Station,-1.8,0,2.6
8/30/14,Toolik Field Station,-1,0,2.9
8/31/14,Toolik Field Station,0.3,0.2,2.5
9/1/14,Toolik Field Station,1.6,3.1,5.2
9/2/14,Toolik Field Station,-1.8,2.9,3.6
9/3/14,Toolik Field Station,-3.1,3.5,5.9
9/4/14,Toolik Field Station,-2.2,1.6,4.7
9/5/14,Toolik Field Station,-6,0,2.7
9/6/14,Toolik Field Station,-4.2,0,3
9/7/14,Toolik Field Station,0.3,0,2.8
9/8/14,Toolik Field Station,2.8,0,2.6
9/9/14,Toolik Field Station,3.3,0,2.8
9/10/14,Toolik Field Station,4.1,0,3.2
9/11/14,Toolik Field Station,5,0,2.3
9/12/14,Toolik Field Station,7.3,0,3.4
9/13/14,Toolik Field Station,9.4,1,3
9/14/14,Toolik Field Station,9.4,0,2.7
9/15/14,Toolik Field Station,9.1,0,3.4
9/16/14,Toolik Field Station,8.7,1,2.7
9/17/14,Toolik Field Station,6.3,0,2.7
9/18/14,Toolik Field Station,1.1,0,1.9
9/19/14,Toolik Field Station,0.8,0,1.5
9/20/14,Toolik Field Station,-0.7,7,2.5
9/21/14,Toolik Field Station,-3.1,4.3,3.4
9/22/14,Toolik Field Station,-3.3,0,4.2
9/23/14,Toolik Field Station,-2.7,3.6,4.6
9/24/14,Toolik Field Station,-3.5,0.2,4
9/25/14,Toolik Field Station,-2.1,1.6,3
9/26/14,Toolik Field Station,-5.5,0,2.2
9/27/14,Toolik Field Station,-5.4,0,3.5
9/28/14,Toolik Field Station,-0.7,0.2,3.7
9/29/14,Toolik Field Station,-2.5,4.2,2.9
9/30/14,Toolik Field Station,-2.8,5.4,6
10/1/14,Toolik Field Station,-1.5,7.3,4.7
10/2/14,Toolik Field Station,-5.3,2.4,3
10/3/14,Toolik Field Station,-8.9,1.5,1.7
10/4/14,Toolik Field Station,-9.9,5.9,1.1
10/5/14,Toolik Field Station,-9.3,1.8,2.7
10/6/14,Toolik Field Station,-10.8,2.5,1.2
10/7/14,Toolik Field Station,-10.3,3.9,1
10/8/14,Toolik Field Station,-12.7,2.6,0.9
10/9/14,Toolik Field Station,-12.7,0.6,1.4
10/10/14,Toolik Field Station,-10.9,2.5,1
10/11/14,Toolik Field Station,-11.3,2.9,0.6
10/12/14,Toolik Field Station,-10.7,1.5,0.3
10/13/14,Toolik Field Station,-9.5,0.9,0.1
10/14/14,Toolik Field Station,-12,0,0.8
10/15/14,Toolik Field Station,-9.3,0,1
10/16/14,Toolik Field Station,-11.6,0.7,1.3
10/17/14,Toolik Field Station,-18.8,0,2.5
10/18/14,Toolik Field Station,-18,0,1
10/19/14,Toolik Field Station,-16.5,0,0.5
10/20/14,Toolik Field Station,-12.7,0,0.3
10/21/14,Toolik Field Station,-11.7,1.7,0.6
10/22/14,Toolik Field Station,-10.6,1.9,0.7
10/23/14,Toolik Field Station,-10.9,0,0.3
10/24/14,Toolik Field Station,-9.6,0.6,2.1
10/25/14,Toolik Field Station,-10.6,0,5.4
10/26/14,Toolik Field Station,-6.7,0,5.6
10/27/14,Toolik Field Station,-4.7,0,7
10/28/14,Toolik Field Station,-6.9,0.3,3.4
10/29/14,Toolik Field Station,-10.6,0.2,2.8
10/30/14,Toolik Field Station,-13.1,0,1.4
10/31/14,Toolik Field Station,-15.9,0,1.7
11/1/14,Toolik Field Station,-24.4,0,0.8
11/2/14,Toolik Field Station,-24.3,0,1.3
11/3/14,Toolik Field Station,-19,0,2.2
11/4/14,Toolik Field Station,-24,0,2.2
11/5/14,Toolik Field Station,-27.7,0,1.9
11/6/14,Toolik Field Station,-10.3,0.4,7.6
11/7/14,Toolik Field Station,-5.8,0,7.6
11/8/14,Toolik Field Station,-4.7,0,5.6
11/9/14,Toolik Field Station,-2.2,0,5.6
11/10/14,Toolik Field Station,0,0,7.3
11/11/14,Toolik Field Station,-0.4,0,5.4
11/12/14,Toolik Field Station,2.2,0,5.7
11/13/14,Toolik Field Station,-1.9,0,3.2
11/14/14,Toolik Field Station,-3.1,0,2.9
11/15/14,Toolik Field Station,-3.6,0,3.4
11/16/14,Toolik Field Station,-8.9,0,3.5
11/17/14,Toolik Field Station,-6.9,0,2.9
11/18/14,Toolik Field Station,-7.7,0,2.6
11/19/14,Toolik Field Station,-4.2,0.8,1.9
11/20/14,Toolik Field Station,-9.4,0,3.4
11/21/14,Toolik Field Station,-7.7,0,8.3
11/22/14,Toolik Field Station,-12.2,0,5.3
11/23/14,Toolik Field Station,-14.2,0,3.8
11/24/14,Toolik Field Station,-15.8,0,1.3
11/25/14,Toolik Field Station,-20.7,0,2.2
11/26/14,Toolik Field Station,-17.6,0,3.5
11/27/14,Toolik Field Station,-14.5,0,4.3
11/28/14,Toolik Field Station,-11.4,0.7,2.6
11/29/14,Toolik Field Station,-13.2,2.7,1.3
11/30/14,Toolik Field Station,-11.8,3.7,1.5
12/1/14,Toolik Field Station,-13.4,1.6,1.6
12/2/14,Toolik Field Station,-23.7,0,1.2
12/3/14,Toolik Field Station,-19.7,0,1.1
12/4/14,Toolik Field Station,-14.7,0.7,1
12/5/14,Toolik Field Station,-28.4,0,1.4
12/6/14,Toolik Field Station,-36.5,0,0.5
12/7/14,Toolik Field Station,-38.7,0,0.2
12/8/14,Toolik Field Station,-35.9,0,0.2
12/9/14,Toolik Field Station,-38.7,0,0.2
12/10/14,Toolik Field Station,-35.5,0.7,0.1
12/11/14,Toolik Field Station,-31.8,3.6,0.5
12/12/14,Toolik Field Station,-29.3,2.1,0.1
12/13/14,Toolik Field Station,-27.7,0,0.7
12/14/14,Toolik Field Station,-21.8,0.4,0.9
12/15/14,Toolik Field Station,-26.6,0.1,0.8
12/16/14,Toolik Field Station,-25.5,0,0.9
12/17/14,Toolik Field Station,-24.6,0.2,0.2
12/18/14,Toolik Field Station,-13.6,0.1,1.8
12/19/14,Toolik Field Station,-21.2,0,2.1
12/20/14,Toolik Field Station,-31.7,0,0.8
12/21/14,Toolik Field Station,-27.7,0,0.5
12/22/14,Toolik Field Station,-23.5,0,0.4
12/23/14,Toolik Field Station,-20.7,0.4,0.5
12/24/14,Toolik Field Station,-22.7,0,0.3
12/25/14,Toolik Field Station,-21.9,0,0.4
12/26/14,Toolik Field Station,-23.7,0,0.2
12/27/14,Toolik Field Station,-26.2,0.3,1.5
12/28/14,Toolik Field Station,-5.7,0.1,7.7
12/29/14,Toolik Field Station,-8.4,0.1,2.1
12/30/14,Toolik Field Station,-6.8,1.8,2.9
12/31/14,Toolik Field Station,-2.7,7.8,3
1/1/15,Toolik Field Station,-9.2,0.7,1.6
1/2/15,Toolik Field Station,-11.9,0,5.2
1/3/15,Toolik Field Station,-10.2,0,4.1
1/4/15,Toolik Field Station,-17.4,0,3.3
1/5/15,Toolik Field Station,-20.4,0,4.1
1/6/15,Toolik Field Station,-16.2,0,0.4
1/7/15,Toolik Field Station,-16.1,0,2.5
1/8/15,Toolik Field Station,-4.3,0,6.4
1/9/15,Toolik Field Station,-1.1,0.5,3.5
1/10/15,Toolik Field Station,-13,4.9,1.7
1/11/15,Toolik Field Station,-13.9,0,1.9
1/12/15,Toolik Field Station,-12.2,0.8,1.1
1/13/15,Toolik Field Station,-26.5,0,0.8
1/14/15,Toolik Field Station,-16.2,0,3.6
1/15/15,Toolik Field Station,-21.3,1.9,1.8
1/16/15,Toolik Field Station,-25.2,0.7,1.5
1/17/15,Toolik Field Station,-12.8,0.4,2.5
1/18/15,Toolik Field Station,-10.5,0.3,3.2
1/19/15,Toolik Field Station,-18.1,0.1,2.1
1/20/15,Toolik Field Station,-12,0.7,3.6
1/21/15,Toolik Field Station,-25.3,1.3,2.1
1/22/15,Toolik Field Station,-28.4,0.3,1
1/23/15,Toolik Field Station,-31.7,0,1.9
1/24/15,Toolik Field Station,-34.2,0,1.5
1/25/15,Toolik Field Station,-34.8,0,3.2
1/26/15,Toolik Field Station,-26.8,0.3,4.5
1/27/15,Toolik Field Station,-26.1,0.1,2.7
1/28/15,Toolik Field Station,-25.2,0,3.6
1/29/15,Toolik Field Station,-24.5,0,5.5
1/30/15,Toolik Field Station,-12,0,6.1
1/31/15,Toolik Field Station,-11.7,1.7,4.1
2/1/15,Toolik Field Station,-11.7,0,5
2/2/15,Toolik Field Station,-9.5,2.4,3.5
2/3/15,Toolik Field Station,-19.3,0.2,4.1
2/4/15,Toolik Field Station,-29.3,0,3.8
2/5/15,Toolik Field Station,-24.7,0,4.5
2/6/15,Toolik Field Station,-28.1,0.3,3.2
2/7/15,Toolik Field Station,-33.9,0,2.9
2/8/15,Toolik Field Station,-29.8,0,2.6
2/9/15,Toolik Field Station,-27.8,0,4.5
2/10/15,Toolik Field Station,-26.2,0,4.3
2/11/15,Toolik Field Station,-29,0,2.4
2/12/15,Toolik Field Station,-27.7,0,0.8
2/13/15,Toolik Field Station,-26.3,0,1
2/14/15,Toolik Field Station,-27,0,1.4
2/15/15,Toolik Field Station,-21,0.2,2
2/16/15,Toolik Field Station,-4.3,0,5.1
2/17/15,Toolik Field Station,-1.8,0,6.6
2/18/15,Toolik Field Station,-3.1,0,6.1
2/19/15,Toolik Field Station,-4.3,0,5.5
2/20/15,Toolik Field Station,-8.7,0,2.3
2/21/15,Toolik Field Station,-8.7,1.7,1.9
2/22/15,Toolik Field Station,-6.1,0,2
2/23/15,Toolik Field Station,-0.7,0.7,3.1
2/24/15,Toolik Field Station,-5.4,0,5.9
2/25/15,Toolik Field Station,-10.8,0,5.8
2/26/15,Toolik Field Station,-5.6,0,8.5
2/27/15,Toolik Field Station,-5,0,4.9
2/28/15,Toolik Field Station,-7.9,2.1,6.8
3/1/15,Toolik Field Station,-21.8,0.1,3.6
3/2/15,Toolik Field Station,-7.9,1.1,5.6
3/3/15,Toolik Field Station,-3.1,1.3,7.3
3/4/15,Toolik Field Station,-16.1,0,1.9
3/5/15,Toolik Field Station,-15.1,2.6,1.3
3/6/15,Toolik Field Station,-13,1.3,3.9
3/7/15,Toolik Field Station,-6.9,0,5.3
3/8/15,Toolik Field Station,-23.6,2.5,2.1
3/9/15,Toolik Field Station,-29.9,0,2.2
3/10/15,Toolik Field Station,-32.3,0,1.7
3/11/15,Toolik Field Station,-34.2,0,1.1
3/12/15,Toolik Field Station,-38.4,0,1.3
3/13/15,Toolik Field Station,-36.2,0,2.2
3/14/15,Toolik Field Station,-33.2,0,3.5
3/15/15,Toolik Field Station,-27.8,0.5,3.8
3/16/15,Toolik Field Station,-12.4,0.3,6.9
3/17/15,Toolik Field Station,-8.8,0.1,4.5
3/18/15,Toolik Field Station,-7.5,0,2.6
3/19/15,Toolik Field Station,-20.8,0,0.8
3/20/15,Toolik Field Station,-19.8,0,1.2
3/21/15,Toolik Field Station,-13.4,0,2.5
3/22/15,Toolik Field Station,-15.9,0.4,2.1
3/23/15,Toolik Field Station,-19.7,0.2,1.2
3/24/15,Toolik Field Station,-15.9,0,2.2
3/25/15,Toolik Field Station,-13.2,0.1,1.5
3/26/15,Toolik Field Station,-13.8,0.1,1.5
3/27/15,Toolik Field Station,-14.5,0.4,1.1
3/28/15,Toolik Field Station,-20.5,0,2
3/29/15,Toolik Field Station,-21.8,0,1.3
3/30/15,Toolik Field Station,-6.6,0,5.1
3/31/15,Toolik Field Station,-7.3,0,2.8
4/1/15,Toolik Field Station,-8.6,0.6,1
4/2/15,Toolik Field Station,-12.1,0.8,1.2
4/3/15,Toolik Field Station,-17.6,0,1.7
4/4/15,Toolik Field Station,-19.4,0,1.1
4/5/15,Toolik Field Station,-19.6,0.1,0.9
4/6/15,Toolik Field Station,-12.3,0,3.6
4/7/15,Toolik Field Station,-4.7,0,2.7
4/8/15,Toolik Field Station,-3.1,0,5.5
4/9/15,Toolik Field Station,-9.9,0,2
4/10/15,Toolik Field Station,-16.9,0,1.2
4/11/15,Toolik Field Station,-17.3,0.1,1.6
4/12/15,Toolik Field Station,-16.1,0.3,0.9
4/13/15,Toolik Field Station,-14.8,0.1,0.8
4/14/15,Toolik Field Station,-14.4,0,2.1
4/15/15,Toolik Field Station,-13,0,2
4/16/15,Toolik Field Station,-14.9,0,0.8
4/17/15,Toolik Field Station,-13.6,0,1.1
4/18/15,Toolik Field Station,-3.6,0,3.8
4/19/15,Toolik Field Station,2.6,0,5.8
4/20/15,Toolik Field Station,1.7,0,2.5
4/21/15,Toolik Field Station,-4.1,10.4,3.4
4/22/15,Toolik Field Station,-4.5,0.9,4.9
4/23/15,Toolik Field Station,-1.6,0,6.9
4/24/15,Toolik Field Station,-3,0,3.6
4/25/15,Toolik Field Station,-3.3,0,2.2
4/26/15,Toolik Field Station,-5.7,0,2.2
4/27/15,Toolik Field Station,-9,0,1.3
4/28/15,Toolik Field Station,-11,0,1
4/29/15,Toolik Field Station,-13.4,0,2
4/30/15,Toolik Field Station,-12.2,0,1.6
5/1/15,Toolik Field Station,-3.3,0,1.2
5/2/15,Toolik Field Station,0.7,0,1.5
5/3/15,Toolik Field Station,-1.1,0,1.4
5/4/15,Toolik Field Station,-4.5,0.1,3.5
5/5/15,Toolik Field Station,-10.7,0.7,3
5/6/15,Toolik Field Station,-1.4,0,2.7
5/7/15,Toolik Field Station,2.8,0,4.3
5/8/15,Toolik Field Station,4.4,0,3.6
5/9/15,Toolik Field Station,3.3,0,2.3
5/10/15,Toolik Field Station,1.6,0.1,1.7
5/11/15,Toolik Field Station,3,0.2,3.1
5/12/15,Toolik Field Station,4,0,1.9
5/13/15,Toolik Field Station,3.9,0,2.2
5/14/15,Toolik Field Station,7.5,0,3.6
5/15/15,Toolik Field Station,10,0,3.6
5/16/15,Toolik Field Station,9.7,0,4.3
5/17/15,Toolik Field Station,11,0,3.3
5/18/15,Toolik Field Station,12.7,0,2.8
5/19/15,Toolik Field Station,8.2,0,3
5/20/15,Toolik Field Station,10.1,0,3.1
5/21/15,Toolik Field Station,11.4,0,2.8
5/22/15,Toolik Field Station,7.6,0,4.3
5/23/15,Toolik Field Station,14.6,0,3.9
5/24/15,Toolik Field Station,12.3,0,3.7
5/25/15,Toolik Field Station,5.9,10.4,1.5
5/26/15,Toolik Field Station,7,0,1.8
5/27/15,Toolik Field Station,10.5,3.8,2.2
5/28/15,Toolik Field Station,10.9,8.9,2.5
5/29/15,Toolik Field Station,0,32.2,4.1
5/30/15,Toolik Field Station,2.5,0,3.5
5/31/15,Toolik Field Station,-2.1,0.9,5
6/1/15,Toolik Field Station,-2.9,0,2.8
6/2/15,Toolik Field Station,-2.2,4.1,1.8
6/3/15,Toolik Field Station,-3,0.2,3.3
6/4/15,Toolik Field Station,-2.6,0.5,4.9
6/5/15,Toolik Field Station,0.2,0,1.9
6/6/15,Toolik Field Station,5.2,6.9,1.5
6/7/15,Toolik Field Station,7.8,0.2,2.2
6/8/15,Toolik Field Station,8.6,0,3.1
6/9/15,Toolik Field Station,8.1,0,3.2
6/10/15,Toolik Field Station,6.8,5.2,4.8
6/11/15,Toolik Field Station,-1,2.5,3.2
6/12/15,Toolik Field Station,4.2,0,1.8
6/13/15,Toolik Field Station,10.2,0,3.4
6/14/15,Toolik Field Station,13.8,0,1.9
6/15/15,Toolik Field Station,11.8,2.9,3.5
6/16/15,Toolik Field Station,10.1,0.1,1.2
6/17/15,Toolik Field Station,13.8,0,2.1
6/18/15,Toolik Field Station,12,0,2.4
6/19/15,Toolik Field Station,13.4,0,1.8
6/20/15,Toolik Field Station,16.5,0,2.7
6/21/15,Toolik Field Station,18.5,0,2.2
6/22/15,Toolik Field Station,17,0,4.1
6/23/15,Toolik Field Station,16.7,0,2.4
6/24/15,Toolik Field Station,16.2,0,2.9
6/25/15,Toolik Field Station,15.3,0.1,2.9
6/26/15,Toolik Field Station,14.4,0,4.2
6/27/15,Toolik Field Station,8.3,0,2.7
6/28/15,Toolik Field Station,11.2,0,1.7
6/29/15,Toolik Field Station,15.1,0,2.6
6/30/15,Toolik Field Station,15.1,0,3.4
7/1/15,Toolik Field Station,11.4,3.8,3.2
7/2/15,Toolik Field Station,12.8,13.5,3.1
7/3/15,Toolik Field Station,9.7,0,3.5
7/4/15,Toolik Field Station,12.7,0,2.1
7/5/15,Toolik Field Station,16,0,2.6
7/6/15,Toolik Field Station,20.6,0,2.6
7/7/15,Toolik Field Station,17.4,0,3.9
7/8/15,Toolik Field Station,6,0,2.9
7/9/15,Toolik Field Station,6.8,0,2.8
7/10/15,Toolik Field Station,6.3,0,3.2
7/11/15,Toolik Field Station,8.8,0,3
7/12/15,Toolik Field Station,8,0,3.4
7/13/15,Toolik Field Station,11,0,2.8
7/14/15,Toolik Field Station,11.3,0,2.8
7/15/15,Toolik Field Station,11.8,0,2.5
7/16/15,Toolik Field Station,15.9,0.2,2.8
7/17/15,Toolik Field Station,12.4,5.9,2.7
7/18/15,Toolik Field Station,11.9,0.3,2
7/19/15,Toolik Field Station,8.2,5.4,2.4
7/20/15,Toolik Field Station,7.9,7.8,2
7/21/15,Toolik Field Station,12.2,0,2.2
7/22/15,Toolik Field Station,14.1,0,3.2
7/23/15,Toolik Field Station,9,0,2.7
7/24/15,Toolik Field Station,7.6,0.1,2.4
7/25/15,Toolik Field Station,7.2,0,2.6
7/26/15,Toolik Field Station,6.5,0,3.6
7/27/15,Toolik Field Station,5.6,0,2.9
7/28/15,Toolik Field Station,5.7,0,3.3
7/29/15,Toolik Field Station,5,0.2,3.2
7/30/15,Toolik Field Station,8.5,0.1,1.5
7/31/15,Toolik Field Station,11.4,0,3.1
8/1/15,Toolik Field Station,8.1,4.8,2.6
8/2/15,Toolik Field Station,12.2,0,2.8
8/3/15,Toolik Field Station,13.8,0.4,2.2
8/4/15,Toolik Field Station,8.3,0.3,3
8/5/15,Toolik Field Station,2.8,1.9,3
8/6/15,Toolik Field Station,6.2,0,1.9
8/7/15,Toolik Field Station,12,0,3.6
8/8/15,Toolik Field Station,8.3,0.5,3.3
8/9/15,Toolik Field Station,7.1,0,2.9
8/10/15,Toolik Field Station,1.1,8.1,3.2
8/11/15,Toolik Field Station,0.6,3.4,1.8
8/12/15,Toolik Field Station,5.8,0,2.7
8/13/15,Toolik Field Station,8.6,3.2,1.9
8/14/15,Toolik Field Station,7.7,0.5,2
8/15/15,Toolik Field Station,7,0,2.4
8/16/15,Toolik Field Station,5.6,0.3,2.6
8/17/15,Toolik Field Station,3.6,2,2.4
8/18/15,Toolik Field Station,1.6,0.5,2.8
8/19/15,Toolik Field Station,0.8,5.3,1.8
8/20/15,Toolik Field Station,3.2,6.9,1.6
8/21/15,Toolik Field Station,6.6,0,1.8
8/22/15,Toolik Field Station,7.2,0.4,2.2
8/23/15,Toolik Field Station,3.6,7.1,2.2
8/24/15,Toolik Field Station,6.4,0.1,2
8/25/15,Toolik Field Station,9.6,9.2,7.7
8/26/15,Toolik Field Station,8.6,12.9,4.2
8/27/15,Toolik Field Station,-0.4,6,4.6
8/28/15,Toolik Field Station,0.3,0.4,2.8
8/29/15,Toolik Field Station,-0.6,8.1,3
8/30/15,Toolik Field Station,-1.3,6.7,3
8/31/15,Toolik Field Station,-3,1.5,3.5
9/1/15,Toolik Field Station,-1.3,0,2.4
9/2/15,Toolik Field Station,1.5,0,2.4
9/3/15,Toolik Field Station,3.7,0,2.7
9/4/15,Toolik Field Station,4.8,0,2.9
9/5/15,Toolik Field Station,4.5,0,2.7
9/6/15,Toolik Field Station,5.4,0,2.8
9/7/15,Toolik Field Station,1.5,0.4,2.3
9/8/15,Toolik Field Station,-1,2,2.9
9/9/15,Toolik Field Station,-3,5.3,4.2
9/10/15,Toolik Field Station,-4.4,1.6,1.2
9/11/15,Toolik Field Station,-2.2,0.7,1.2
9/12/15,Toolik Field Station,-0.5,0,2.4
9/13/15,Toolik Field Station,-0.4,0.1,1.2
9/14/15,Toolik Field Station,-2.4,2.4,3.5
9/15/15,Toolik Field Station,-4.4,2.1,1.3
9/16/15,Toolik Field Station,-5,0.9,1.1
9/17/15,Toolik Field Station,-5.7,1.2,1.9
9/18/15,Toolik Field Station,-6.5,3.8,2.2
9/19/15,Toolik Field Station,-7.6,0.6,0.8
9/20/15,Toolik Field Station,-9.2,0.1,0.8
9/21/15,Toolik Field Station,-9.5,0.1,1.1
9/22/15,Toolik Field Station,-11.5,0,1.9
9/23/15,Toolik Field Station,-9.7,0,3
9/24/15,Toolik Field Station,-5.1,0,9.5
9/25/15,Toolik Field Station,-3.8,7.1,6
9/26/15,Toolik Field Station,-5.5,1.2,4
9/27/15,Toolik Field Station,-7.3,0,3.7
9/28/15,Toolik Field Station,-5.7,0.4,3.2
9/29/15,Toolik Field Station,-8.6,0.2,1.4
9/30/15,Toolik Field Station,-6.6,3.2,3.7
10/1/15,Toolik Field Station,-7.1,2.1,5.3
10/2/15,Toolik Field Station,-1.2,0,6.7
10/3/15,Toolik Field Station,2.5,0,4.1
10/4/15,Toolik Field Station,1,3.5,2.1
10/5/15,Toolik Field Station,0,0.1,1.7
10/6/15,Toolik Field Station,-2.8,0.2,1.5
10/7/15,Toolik Field Station,-11.1,0,1.8
10/8/15,Toolik Field Station,-14.4,0,1.4
10/9/15,Toolik Field Station,-18.4,0,1.3
10/10/15,Toolik Field Station,-13.5,0,2.1
10/11/15,Toolik Field Station,-3.9,0,4.8
10/12/15,Toolik Field Station,-7.5,0,2.5
10/13/15,Toolik Field Station,-6.1,0.1,2.3
10/14/15,Toolik Field Station,-6.6,0.5,0.8
10/15/15,Toolik Field Station,-14,0,2.9
10/16/15,Toolik Field Station,-13.5,0,2.5
10/17/15,Toolik Field Station,-17.4,0,1.3
10/18/15,Toolik Field Station,-9.5,0.5,1.2
10/19/15,Toolik Field Station,-9.5,0.4,1.8
10/20/15,Toolik Field Station,-10.1,0,1.2
10/21/15,Toolik Field Station,-11.8,0,0.4
10/22/15,Toolik Field Station,-13.9,0,1.4
10/23/15,Toolik Field Station,-12,0,2.8
10/24/15,Toolik Field Station,-5.7,0,4.8
10/25/15,Toolik Field Station,-2.6,0.1,1.8
10/26/15,Toolik Field Station,-7.2,0.2,1.4
10/27/15,Toolik Field Station,-10.9,0,0.9
10/28/15,Toolik Field Station,-17.1,0,1.1
10/29/15,Toolik Field Station,-15.7,0.5,1.6
10/30/15,Toolik Field Station,-18.9,1,2.8
10/31/15,Toolik Field Station,-20.1,0,3.8
11/1/15,Toolik Field Station,-7.4,0,6.4
11/2/15,Toolik Field Station,-4.4,0,5.7
11/3/15,Toolik Field Station,-3.4,0,5.7
11/4/15,Toolik Field Station,-4.9,0,6.1
11/5/15,Toolik Field Station,-5,0,4.2
11/6/15,Toolik Field Station,-12,0.4,1.9
11/7/15,Toolik Field Station,-9.1,0,2.9
11/8/15,Toolik Field Station,-8,0,6.6
11/9/15,Toolik Field Station,-7.2,0,6.7
11/10/15,Toolik Field Station,-9.7,0,5.6
11/11/15,Toolik Field Station,-12,0,3
11/12/15,Toolik Field Station,-15.8,0.9,1.4
11/13/15,Toolik Field Station,-27.2,0,1.7
11/14/15,Toolik Field Station,-30.5,0,2
11/15/15,Toolik Field Station,-32.6,0,2
11/16/15,Toolik Field Station,-34.6,0,1.7
11/17/15,Toolik Field Station,-29.2,0,1.8
11/18/15,Toolik Field Station,-28.4,0,2.3
11/19/15,Toolik Field Station,-16.7,0,6.3
11/20/15,Toolik Field Station,-14.6,0.1,3.2
11/21/15,Toolik Field Station,-22.1,1,1.2
11/22/15,Toolik Field Station,-20.9,1.3,2
11/23/15,Toolik Field Station,-18.3,0.4,6.4
11/24/15,Toolik Field Station,-6.2,0.1,7.9
11/25/15,Toolik Field Station,-5.2,0,6.5
11/26/15,Toolik Field Station,-11.7,1.3,1.2
11/27/15,Toolik Field Station,-16.1,0,1.5
11/28/15,Toolik Field Station,-16.3,0.7,1.1
11/29/15,Toolik Field Station,-13.1,0.1,1.4
11/30/15,Toolik Field Station,-18.2,0.1,0.6
12/1/15,Toolik Field Station,-25.2,0,0.4
12/2/15,Toolik Field Station,-29.9,0.8,0.6
12/3/15,Toolik Field Station,-39.6,0.1,0.2
12/4/15,Toolik Field Station,-39.2,0,0.2
12/5/15,Toolik Field Station,-30.9,0,0
12/6/15,Toolik Field Station,-26.5,0,0.2
12/7/15,Toolik Field Station,-29.1,0,0.2
12/8/15,Toolik Field Station,-27.4,0,0
12/9/15,Toolik Field Station,-31.4,0,0
12/10/15,Toolik Field Station,-33.2,0,2.2
12/11/15,Toolik Field Station,-27.2,0,3
12/12/15,Toolik Field Station,-29.5,0,1.3
12/13/15,Toolik Field Station,-25.8,0.2,1.3
12/14/15,Toolik Field Station,-12.2,0.4,3.8
12/15/15,Toolik Field Station,-11,0,4
12/16/15,Toolik Field Station,-12.5,0.4,3.5
12/17/15,Toolik Field Station,-18.3,0,3.8
12/18/15,Toolik Field Station,-17.6,2,1.7
12/19/15,Toolik Field Station,-21.3,0,2.3
12/20/15,Toolik Field Station,-26.6,0,0.8
12/21/15,Toolik Field Station,-27.7,0,0.2
12/22/15,Toolik Field Station,-35.9,0,0
12/23/15,Toolik Field Station,-32,0,0.2
12/24/15,Toolik Field Station,-27.3,0,2
12/25/15,Toolik Field Station,-28.2,0.2,2.8
12/26/15,Toolik Field Station,-14,0.1,5
12/27/15,Toolik Field Station,-18.1,0,3
12/28/15,Toolik Field Station,-23,0.4,1.3
12/29/15,Toolik Field Station,-10.5,0.4,3.8
12/30/15,Toolik Field Station,-4.5,0.3,3.4
12/31/15,Toolik Field Station,-5.9,0,3.6
1/1/16,Toolik Field Station,-5.8,0,4.2
1/2/16,Toolik Field Station,-3.5,0,5
1/3/16,Toolik Field Station,-2.7,0,5.7
1/4/16,Toolik Field Station,-3.5,0,5.2
1/5/16,Toolik Field Station,-1.2,0,7.7
1/6/16,Toolik Field Station,-5.3,0,3.9
1/7/16,Toolik Field Station,-13.7,0.1,1.6
1/8/16,Toolik Field Station,-18.5,0,3.3
1/9/16,Toolik Field Station,-20.9,0,2.6
1/10/16,Toolik Field Station,-16.8,0,3.2
1/11/16,Toolik Field Station,-24.6,0,1.6
1/12/16,Toolik Field Station,-31.6,0,0.8
1/13/16,Toolik Field Station,-20.5,0,2.2
1/14/16,Toolik Field Station,-13.7,2.4,0.9
1/15/16,Toolik Field Station,-15.6,0.8,1.5
1/16/16,Toolik Field Station,-25.8,0,0.5
1/17/16,Toolik Field Station,-33.3,0.1,0.7
1/18/16,Toolik Field Station,-37.2,0,0.5
1/19/16,Toolik Field Station,-40,0,0
1/20/16,Toolik Field Station,-40.5,0,0
1/21/16,Toolik Field Station,-35.6,0,0
